OBJECTID,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length
849,usa,na,NG Picacho Aviation TS,no,no,no,na, ,,NG Picacho Aviation TS,act,armyNationalGuard,az,0.000127829993743944,0.0481269390764888
850,usa,na,NG River Road Training Site,no,no,no,na, ,,NG River Road Training Site,act,armyNationalGuard,de,8.16215979284607E-05,0.0406804345713735
851,usa,na,NG Saginaw,no,no,no,na, ,,NG Saginaw,act,armyNationalGuard,tx,5.74977361793572E-05,0.0457203856811029
852,usa,na,NG Salina KS Training Center,no,no,no,na, ,,NG Salina KS Training Center,act,armyNationalGuard,ks,2.93077398509922E-05,0.0704517823918402
853,usa,na,NG Silver Bell Army Heliport,no,no,no,na, ,,NG Silver Bell Army Heliport,act,armyNationalGuard,az,6.21982956090505E-05,0.0359257227842722
854,usa,na,NG Sioux Falls Benson Rd Complex,no,no,no,na, ,,NG Sioux Falls Benson Rd Complex,act,armyNationalGuard,sd,7.62129884345417E-05,0.0766080658076592
855,usa,na,NG Stones Ranch Military Res,no,no,no,na, ,,NG Stones Ranch Military Res,act,armyNationalGuard,ct,0.000813487207324215,0.237370760654364
856,usa,na,NG TS Ethan Allen Range,no,no,no,na, ,,NG TS Ethan Allen Range,act,armyNationalGuard,vt,0.00510261146229485,0.353908857303917
857,usa,na,NG TS Ike Skelton Jefferson City,no,no,no,na, ,,NG TS Ike Skelton Jefferson City,act,armyNationalGuard,mo,0.000197040467583065,0.0705099763695972
858,usa,na,NG Volkstone,no,no,no,na, ,,NG Volkstone,act,armyNationalGuard,wv,0.000213563570468978,0.0998505346960541
859,usa,na,NG VTS Milan,no,no,no,na, ,,NG VTS Milan,act,armyNationalGuard,tn,0.00751042733782015,0.497671200312217
860,usa,na,NG WH Ford Regional Tng Ctr,no,no,no,na, ,,NG WH Ford Regional Tng Ctr,act,armyNationalGuard,ky,0.00456151708054499,0.909284864494367
861,usa,na,NGA Arnold Site,no,no,no,na, ,30eef157-8e89-410b-9d05-54e4426e370f,NGA Arnold Site,act,usaf,mo,1.43635290896782E-05,0.0160406895945336
862,usa,na,Naval Support Facility Carderock,no,yes,no,na, ,f54c18ba-2705-4ae5-9b8a-0e001ba74d64,Naval Support Facility Carderock,act,usn,md,7.65676559240092E-05,0.0554686167151447
863,usa,na,Pearl City Annex,no,no,no,na, ,5b50ccf6-921d-4bd2-a04c-73f112751086,Pearl City Annex,act,usmc,hi,9.56426249676401E-06,0.0133774775858452
864,usa,na,Pillar Point Space Force Station,no,no,no,na, ,f8c87c1f-1b0e-4613-8428-f33667ed455f,Pillar Point Space Force Station,act,usaf,ca,2.61435347965744E-05,0.0314086528297114
865,usa,na,Puuloa-Oahu,no,no,no,na, ,825b244d-cb60-456c-bb96-2d0a08df63c4,Puuloa-Oahu,act,usmc,hi,5.57723864249913E-05,0.0345103301280267
866,usa,na,Rome Research Laboratory,no,yes,no,na, ,95bd0963-22af-488b-8561-5001d072d13a,Rome Research Laboratory,act,usaf,ny,4.59076943570835E-05,0.0379458498743128
867,usa,na,Tropic Regions Test Center,no,yes,no,na, ,,Tropic Regions Test Center,act,usa,hi,0.00530330866163711,0.682786823261
868,usa,na,Seward Recreation Area,no,no,no,na, ,,Seward Recreation Area,act,usa,ak,7.73169085732661E-06,0.0111280567864918
869,usa,na,Townsend Bombing Range,no,yes,no,na, ,bb439f5b-bdfb-42f6-853b-186bc76c6963,Townsend Bombing Range,act,usmc,ga,0.0212490268665988,2.93250972337072
870,usa,na,USAF Academy Site 2,no,no,no,na, ,7081c0f9-7efa-4d11-8b4c-7460dd922be2,USAF Academy Site 2,act,usaf,co,0.00567979487436787,0.418143856799975
871,usa,na,Waianae Kai Military Reservation,no,no,no,na, ,,Waianae Kai Military Reservation,act,usa,hi,4.69360269650387E-06,0.0157672738280028
872,usa,na,Watervliet Arsenal,no,yes,no,na, ,,Watervliet Arsenal,act,usa,ny,5.90741549331142E-05,0.0481293841906522
873,usa,na,Wheeler Army Airfield,no,no,no,na, ,,Wheeler Army Airfield,act,usa,hi,0.000489467897005297,0.124368108818258
874,usa,na,White Bluff,no,no,no,na, ,2b7005ec-ff0c-4c7c-be08-55b2d46660ad,White Bluff,act,usaf,wa,4.20059650423354E-05,0.0314449258830689
875,usa,na,Yermo Area,no,no,no,na, ,da4fdd20-8566-4ada-9fd5-9c708b0c8058,Yermo Area,act,usmc,ca,0.000674742281717045,0.149377748542948
876,usa,na,Youngstown,no,no,no,na, ,71570d25-3a4e-4afb-9431-516aefbc7467,Youngstown,act,afr,oh,2.42337205236254E-06,0.00735315827469372
877,usa,na,1LT John A Fera USARC,no,no,no,na, ,,1LT John A Fera USARC,act,usar,ma,5.30079523741733E-06,0.0175936361857686
887,usa,na,1SG Robert L Kuhn USARC,no,no,no,na, ,,1SG Robert L Kuhn USARC,act,usar,ks,6.31832926956122E-06,0.0110303564830468
888,usa,na,NNSY Scott Center,no,no,no,na, ,ba7b8cac-9d0e-4962-84e9-1312690f93da,NNSY Scott Center,act,usn,va,2.5534253742944E-05,0.0212643023617055
889,usa,na,Paradise Creek North,no,no,no,na, ,d092d0b0-a1e2-4496-81dc-e744a76bcccc,Paradise Creek North,act,usn,va,3.98777691828257E-05,0.036427261452049
891,usa,na,NAVRESCEN Schenectady,no,no,no,na, ,58a9d554-d4ac-404f-8cbe-df7fea46ef2e,NAVRESCEN Schenectady,act,usn,ny,8.14689133221691E-06,0.0158108912138153
892,usa,na,Outdoor Recreation Ctr,no,no,no,na, ,8e2a65f0-7327-44d7-be1d-8986196df96d,Outdoor Recreation Ctr,act,usn,ny,1.78390766905068E-05,0.0222465010771706
895,usa,na,Racon Hill,no,no,no,na, ,395aae2d-551b-4ecf-855f-621c0a478721,Racon Hill,act,usn,wa,1.12726584120537E-05,0.017190615447495
896,usa,na,NOLF Harold,no,no,no,na, ,9c64e630-4e19-4227-81f5-5b7f0f84c0f9,NOLF Harold,act,usn,fl,0.00021837573922312,0.0589145341227802
897,usa,na,DLA - DRMS,no,no,no,na, ,7868b6e5-1abf-4eee-8ddb-07a5d9bbaab0,DLA - DRMS,act,usn,fl,5.0776668558683E-06,0.0172461084400517
898,usa,na,Riverine Range,no,no,no,na, ,74abdb86-eb0d-40d4-bbc5-60faafbcc180,Riverine Range,act,usn,ms,0.00199871342599778,0.252727565738988
899,usa,na,NRC-MCRC Tallahassee,no,no,no,na, ,1c85549d-ee89-4f87-b0ca-3386c6d50ab3,NRC-MCRC Tallahassee,act,usnr,fl,5.00744727105484E-06,0.0110638297990156
900,usa,na,Lake Allatoona Area,no,no,no,na, ,46303c5e-6957-48cb-af78-72e2136eb085,Lake Allatoona Area,act,usn,ga,6.83903226672555E-06,0.0109741497869058
901,usa,na,Tillie Fowler Park,no,no,no,na, ,017e0c52-0c06-4377-91ba-e0c87d35772c,Tillie Fowler Park,act,usn,fl,0.000190997172467178,0.0863113324912348
902,usa,na,Cecil Field NADEP,no,no,no,na, ,399e51c1-7d58-496b-87b6-9f792e46c528,Cecil Field NADEP,act,usn,fl,8.2772096448025E-06,0.0271754852882788
903,usa,na,Dixie Valley,no,no,no,na, ,a9c50e28-0550-46bc-bd3f-6f191a61361c,Dixie Valley,act,usn,nv,0.0336089095453644,2.41754610869228
905,usa,na,Santa Rosa Parcel A,no,no,no,na, ,ad132e68-e278-43d5-afd9-3e7fb91929c5,Santa Rosa Parcel A,act,usn,gu,1.86576609398359E-06,0.00609168703436537
906,usa,na,TR SI Saddlebunch Keys,no,no,no,na, ,89506c91-c17e-4084-b915-d94d806b0bde,TR SI Saddlebunch Keys,act,usn,fl,0.000215917528862519,0.155614882219804
907,usa,na,NAVRESCEN W Palm Beach,no,no,no,na, ,02ef7bc8-8875-441a-bf07-99c9a602536a,NAVRESCEN W Palm Beach,act,usnr,fl,2.85741271000006E-06,0.011021102322879
908,usa,na,King Ranch,no,no,no,na, ,004da5c7-d86e-4109-a3e1-8f7dd06e17aa,King Ranch,act,usn,tx,4.08982571116212E-05,0.0312095999021845
909,usa,na,NAVRESCEN Puerto Rico,no,no,no,na, ,c06ffae0-4996-488b-95c2-a738f9c665d7,NAVRESCEN Puerto Rico,act,usnr,pr,3.12133124680258E-06,0.00782483427621287
910,usa,na,Galveston TX MCRC,no,no,no,na, ,e994e2f0-2ad4-41b6-a5be-69c37fbc8e57,Galveston TX MCRC,act,usmcr,tx,1.66607965184085E-05,0.021981225373734
911,usa,na,MARFORRES HQTRS,no,no,no,na, ,f6933b64-1328-4cd0-9f5b-5232e2319880,MARFORRES HQTRS,act,usmcr,la,1.16215228445071E-05,0.0146391883694102
912,usa,na,"Des Moines, IA",no,no,no,na, ,94a79df0-7cfb-4cd5-a482-ae9c911b128c,"Des Moines, IA",act,usmcr,ia,1.04579527395177E-05,0.0141662624316406
913,usa,na,Martinez Lake,no,no,no,na, ,c703d6d2-3cd3-47e5-a243-f0e5a8fc013c,Martinez Lake,act,usmc,az,5.3788414788869E-06,0.0296273792816365
914,usa,na,Juniper Butte Range,no,no,no,na, ,5968a32a-4448-4cb9-87d2-0cb947406ef0,Juniper Butte Range,act,usaf,id,0.00530840557757983,0.289055731650978
917,usa,na,Patriot Golf Course,no,no,no,na, ,006637e8-5b0d-48a1-9b11-acc4c1247ab0,Patriot Golf Course,act,usaf,ma,3.27956856835954E-05,0.0235331318316362
918,usa,na,Fort Tuthill Recreation Annex,no,no,no,na, ,9c087e32-ceee-4aec-a60d-01350750df01,Fort Tuthill Recreation Annex,act,usaf,az,5.68404425393965E-06,0.0124912378912123
919,usa,na,Laughlin Recreation Annex,no,no,no,na, ,5a255895-0510-4e22-a752-f49f46c019d3,Laughlin Recreation Annex,act,usaf,tx,2.87456036858202E-05,0.0654637033958386
920,usa,na,Eglin AFB Site 4 Okaloosa Island,no,no,no,na, ,d994e5b4-b0c0-44ae-999d-841c5bb74d27,Eglin AFB Site 4 Okaloosa Island,act,usaf,fl,0.000324226442899089,0.148863271618545
921,usa,na,PFC S C Aviles Salinas,no,no,no,na, ,,PFC S C Aviles Salinas,act,usar,pr,9.95161599348648E-07,0.00397319804071406
922,usa,na,Pinellas Park AFRC,no,no,no,na, ,,Pinellas Park AFRC,act,usar,fl,2.32403153859195E-05,0.0194525481277651
923,usa,na,NG So Burlington AASF and RC,no,no,no,na, ,,NG So Burlington AASF and RC,act,armyNationalGuard,vt,1.2398069657138E-05,0.015163605889699
924,usa,na,CPT David D Phillips USARC,no,no,no,na, ,,CPT David D Phillips USARC,act,usar,mi,2.60742422142357E-06,0.00702526976815247
925,usa,na,NG Hams Bluff Training Facility,no,no,no,na, ,,NG Hams Bluff Training Facility,care,armyNationalGuard,vi,6.00615180701425E-07,0.00353145884040811
926,usa,na,NG AASF,no,no,no,na, ,,NG AASF,act,armyNationalGuard,ct,1.55645841459773E-05,0.0248506863396453
927,usa,na,NG Aguadilla Readiness Center,no,no,no,na, ,,NG Aguadilla Readiness Center,act,armyNationalGuard,pr,1.15717489279632E-06,0.00631694204548284
928,usa,na,Fort Wm Harrison AMSA 75 G,no,no,no,na, ,,Fort Wm Harrison AMSA 75 G,act,usar,mt,6.18763215243234E-06,0.0106118030244522
929,usa,na,Clarksburg AMSA 102 G,no,no,no,na, ,,Clarksburg AMSA 102 G,act,usar,wv,4.65022026219231E-06,0.00924745341200087
930,usa,na,NG Boyd M Cook Armory,no,no,no,na, ,,NG Boyd M Cook Armory,care,armyNationalGuard,md,8.23685627437953E-06,0.0127786118599077
931,usa,na,NG Hiller Readiness Center,no,no,no,na, ,,NG Hiller Readiness Center,act,armyNationalGuard,pa,4.28967655352608E-06,0.00998583104821638
932,usa,na,Chattanooga (VAAP) USARC,no,no,no,na, ,,Chattanooga (VAAP) USARC,act,usar,tn,5.30618126504123E-06,0.00949927104068265
933,usa,na,CPL JG Rosario/Aquadilla,no,no,no,na, ,,CPL JG Rosario/Aquadilla,act,usar,pr,1.18255741199391E-06,0.00445570452855642
934,usa,na,CPT PJ Parra/Ponce,no,no,no,na, ,,CPT PJ Parra/Ponce,act,usar,pr,1.72619809291064E-06,0.00538318341579567
935,usa,na,Def Distr Reg West Sharpe Site,no,no,no,na, ,,Def Distr Reg West Sharpe Site,act,usa,ca,0.000217725881056507,0.125194409467839
936,usa,na,Eldridge-Harrington USARC,no,no,no,na, ,,Eldridge-Harrington USARC,act,usar,ar,3.99881014345738E-06,0.00815090056967439
937,usa,na,Elmer E Fryar USARC,no,no,no,na, ,,Elmer E Fryar USARC,act,usar,co,3.08661265080445E-06,0.00954137499507853
938,usa,na,Fremont USARC,no,no,no,na, ,,Fremont USARC,act,usar,ne,2.18157560993859E-06,0.00609936592170275
939,usa,na,Gerry USARC,no,no,no,na, ,,Gerry USARC,act,usar,ny,2.27550140152744E-06,0.00619842876394579
940,usa,na,NG Gowen Field Boise,no,no,no,na, ,,NG Gowen Field Boise,act,armyNationalGuard,id,0.000242727439854207,0.116586772961816
941,usa,na,Greenwood USARC/AMSA 144 (G),no,no,no,na, ,,Greenwood USARC/AMSA 144 (G),act,usar,ms,3.77207516066846E-06,0.00787524304101968
942,usa,na,NG Humacao Readiness Center,no,no,no,na, ,,NG Humacao Readiness Center,act,armyNationalGuard,pr,1.96719906853104E-06,0.00564132745735979
943,usa,na,"Kirksville USARC
R",no,no,no,na, ,,"Kirksville USARC
R",act,usar,mo,4.49437902716454E-06,0.00886772173400911
944,usa,na,Lewis and Clark USARC,no,no,no,na, ,,Lewis and Clark USARC,act,usar,nd,4.70242275696364E-06,0.00854893273424713
945,usa,na,Lock Haven USARC,no,no,no,na, ,,Lock Haven USARC,act,usar,pa,4.56525981462619E-06,0.00982684829476368
946,usa,na,Mead LTA,no,no,no,na, ,,Mead LTA,act,usar,ne,0.00041873204577314,0.0819819941448219
947,usa,na,NG Minot AFRC,no,no,no,na, ,,NG Minot AFRC,act,armyNationalGuard,nd,1.10368987407128E-05,0.0134547023964153
948,usa,na,Morgantown USARC,no,no,no,na, ,,Morgantown USARC,semi,usar,wv,4.06704111810541E-06,0.0114049281621077
949,usa,na,MSG D Claudio/Caguas,no,no,no,na, ,,MSG D Claudio/Caguas,act,usar,pr,9.75183297668991E-07,0.00391703383350419
950,usa,na,New Castle AMSA 110 (G),no,no,no,na, ,,New Castle AMSA 110 (G),act,usar,pa,1.9632384464785E-06,0.00647061700403726
951,usa,na,New River Valley Mem USARC,no,no,no,na, ,,New River Valley Mem USARC,act,usar,va,4.98496729051112E-06,0.0105713698785822
952,usa,na,NG Warwick,no,no,no,na, ,,NG Warwick,act,armyNationalGuard,ri,2.86374711322424E-06,0.00919102055254515
953,usa,na,NG West VA Ord Works,no,no,no,na, ,,NG West VA Ord Works,act,armyNationalGuard,wv,2.99326211461448E-06,0.00753945832095619
954,usa,na,NG Orlando Naval Training Center,no,no,no,na, ,,NG Orlando Naval Training Center,act,armyNationalGuard,fl,5.77877926843939E-06,0.0136253219599606
955,usa,na,PFC L G Oliveras Yauco,no,no,no,na, ,,PFC L G Oliveras Yauco,act,usar,pr,1.09593054276047E-06,0.00423985355372004
956,usa,na,Pocahontas USARC,no,no,no,na, ,,Pocahontas USARC,care,usar,ia,2.22492917600903E-06,0.00611344000691325
957,usa,na,Special Forces Site Key West,no,no,no,na, ,,Special Forces Site Key West,act,usa,fl,6.71987879741209E-06,0.00994922941721044
958,usa,na,St Joseph USARC,no,no,no,na, ,,St Joseph USARC,act,usar,mo,2.06935010282905E-06,0.00601578518420965
959,usa,na,St Louis 4/Ord Plant,no,no,no,na, ,,St Louis 4/Ord Plant,care,usar,mo,4.46830722466984E-06,0.0115388567707248
960,usa,na,NG TS Waco LTA,no,no,no,na, ,,NG TS Waco LTA,act,armyNationalGuard,mt,0.00214930238553279,0.265151276370344
961,usa,na,USAR Keystone Ord Outdoor Tng,no,no,no,na, ,,USAR Keystone Ord Outdoor Tng,act,usar,pa,0.000203147429829187,0.0979155540156281
962,usa,na,Ft Nathaniel Greene USARC,no,no,no,na, ,,Ft Nathaniel Greene USARC,act,usar,ri,4.42475486579497E-05,0.0270826334989331
963,usa,na,NG Wilder,no,no,no,na, ,,NG Wilder,act,armyNationalGuard,id,3.8808801267531E-06,0.0087914801134945
964,usa,na,Wilson USARC,no,no,no,na, ,,Wilson USARC,act,usar,nc,2.1204209588177E-06,0.00593288801150409
965,usa,na,NG Worcester Skyline Drive,no,no,no,na, ,,NG Worcester Skyline Drive,act,armyNationalGuard,ma,1.46385082189227E-06,0.00516815739518419
966,usa,na,Butte USARC,no,no,no,na, ,,Butte USARC,act,usar,mt,4.70169470645487E-06,0.010075606692666
967,usa,na,Dodge City USARC GTA,no,no,no,na, ,,Dodge City USARC GTA,act,usar,ks,4.1310586311738E-06,0.00815928446119944
968,usa,na,NG JFHQ Augusta ME,no,no,no,na, ,,NG JFHQ Augusta ME,act,armyNationalGuard,me,1.97934600691951E-05,0.0216283584289268
969,usa,na,NG PRARNG MMS Boatshop,no,no,no,na, ,,NG PRARNG MMS Boatshop,act,armyNationalGuard,pr,1.63468723712867E-06,0.00818306624960833
970,usa,na,Charles County USARC,no,no,no,na, ,,Charles County USARC,act,usar,md,6.27666236141522E-06,0.0105643257116611
971,usa,na,Constitution Island,no,no,no,na, ,,Constitution Island,act,usa,ny,7.77812565502245E-05,0.0391813841694786
972,usa,na,NG Lathrop,no,no,no,na, ,,NG Lathrop,act,armyNationalGuard,ca,2.65569710791169E-05,0.0264626894155633
973,usa,na,Bristol County USARC,no,no,no,na, ,,Bristol County USARC,act,usar,ma,7.14275324753544E-06,0.0119591464597958
974,usa,na,Fairchild Recreation Annex,no,no,no,na, ,26c88ea1-166c-4386-bd5d-1df74532af00,Fairchild Recreation Annex,act,usaf,wa,1.48061917570885E-05,0.0201105679805201
976,usa,na,Tonopah Auxiliary Airfield Annex 2,no,no,no,na, ,95b6eb47-988c-46f3-84be-8021478968e6,Tonopah Auxiliary Airfield Annex 2,act,usaf,nv,4.51190758212761E-05,0.0317456611730999
977,usa,na,Keesler Training Annex No 1,no,no,no,na, ,0601c92b-0868-421f-91a5-5df008db3ac9,Keesler Training Annex No 1,act,usaf,ms,2.18073089399695E-05,0.0196304892858074
979,usa,na,Tinker Aerospace Addition,no,no,no,na, ,ca6a0f10-8fed-4693-aaad-8d25ef643a86,Tinker Aerospace Addition,act,usaf,ok,6.2601149920738E-05,0.0437062239869064
980,usa,na,General Mitchell IAP Guard East,no,no,no,na, ,702f8cf1-8d95-42dd-86fa-e62dbf771c64,General Mitchell IAP Guard East,act,airNationalGuard,wi,8.7646542397124E-06,0.0143233499509944
981,usa,na,Fort Wayne IAP-3 8785 Acres,no,no,no,na, ,,Fort Wayne IAP-3 8785 Acres,act,airNationalGuard,in,8.37819038679299E-06,0.0136984828191202
982,usa,na,Fort Wayne IAP-2 1877 Acres,no,no,no,na, ,,Fort Wayne IAP-2 1877 Acres,act,airNationalGuard,in,3.8045668588893E-05,0.0337135071145888
983,usa,na,Sioux Gateway Airport ANG-CE Site 2,no,no,no,na, ,,Sioux Gateway Airport ANG-CE Site 2,act,airNationalGuard,ia,6.62376574145362E-06,0.0182933015286613
985,usa,na,Tonopah AFS Z164,no,no,no,na, ,,Tonopah AFS Z164,act,usaf,nv,2.08300521080673E-05,0.0285472758756032
989,usa,na,NUWC Fishers Island NY,no,no,no,na, ,c798468f-742f-4426-8978-772ef856ea34,NUWC Fishers Island NY,act,usn,ny,2.93998662073136E-05,0.0252073340450893
991,usa,na,Grand Forks AFB,no,yes,no,na, ,c9fabeb6-6bdf-4b89-ba4a-cb22a3b68cde,Grand Forks AFB,act,usaf,nd,0.0027213253224545,0.343546892953699
992,usa,na,Potrero Hills Storage Annex,no,no,no,na, ,5823b732-fc97-415a-93e5-9cd6ed9ded7c,Potrero Hills Storage Annex,semi,usaf,ca,1.03275961009786E-05,0.0151375147278526
